FIPS,CENSUS_2020_POP,NET_MIG_2020,R_BIRTH_2020,R_DEATH_2020
13307,2348,7,1.7035775127768313,3.4071550255536627
13309,7471,-23,1.4723597911926114,2.543166912059965
13311,28003,154,1.7855229796807486,2.9282576866764276
13313,102864,-143,2.741483901073262,2.216518898740084
13315,8766,47,2.3956194387405882,4.7912388774811765
13317,9565,-3,2.4046001045478307,3.4500784108729743
13319,8877,-17,2.0277120648867863,4.843978821673989
13321,20784,-30,3.175519630484988,3.8010007698229407
15001,200629,-15,2.507115122938359,2.138275124732716
15003,1016508,-4429,2.7033727230872753,1.9360398540887036
15005,82,0,0,0
15007,73298,-126,2.332942235804524,2.032797620671778
15009,164754,-142,2.512837321096908,1.8026876433956078
16001,494967,3160,2.4870344891679648,1.7637539472328458
16003,4379,53,2.9687143183375198,3.1970769582096366
16005,87018,149,3.240708818865062,2.2064400468868506
16007,6372,0,3.6095417451349654,4.237288135593221
16009,9530,47,2.6232948583420774,2.4134312696747116
16011,47992,56,3.1671945324220703,2.229538256376063
16013,24272,78,1.5655899802241264,1.8127883981542519
16015,7610,51,1.5768725361366622,0.9198423127463863
16017,47110,331,2.059010825727022,2.0802377414561666
16019,123964,556,3.6462198702849213,1.8473105095027589
16021,12056,82,2.9031187790311876,2.4054412740544127
16023,2574,9,3.4965034965034967,3.885003885003885
16025,1077,14,2.785515320334262,4.642525533890436
16027,231105,1582,3.6174033447999827,1.713506847536834
16029,7027,-13,2.419240074000285,2.7038565532944356
16031,24655,7,3.8937335226120466,1.8251875887243967
16033,790,0,3.7974683544303796,0
16035,8734,36,2.289901534234028,3.5493473780627434
16037,4275,-1,2.1052631578947367,3.2748538011695905
16039,28666,-34,3.000069769064397,1.9884183353101235
16041,14194,62,3.663519797097365,1.7613075947583485
16043,13388,8,3.5106065132954885,2.016731401254855
16045,19123,162,3.137583015217278,3.0852899649636565
16047,15598,63,2.2438774201820744,3.2696499551224516
16049,16541,67,1.5718517622876487,2.5391451544646637
16051,30891,112,4.04648603153022,1.5214787478553624
16053,24237,-36,3.878367784791847,1.4440731113586667
16055,171362,1453,2.6610333679578906,2.1124870157911326
16057,39517,59,2.758306551610699,1.619556140395273
16059,7974,6,0.8778530223225482,3.762227238525207
16061,3533,1,3.113501273705067,3.113501273705067
16063,5127,0,1.9504583577140628,0.5851375073142189
16065,52913,-221,5.235008410031561,0.8315536824598869
16067,21613,65,3.099986119465137,2.1283486790357653
16069,42090,57,2.70848182466144,2.9698265621287714
16071,4564,3,1.7528483786152498,2.4101665205959684
16073,11913,81,2.8540250146898343,2.3503735415092755
16075,25386,203,2.678641771054912,2.166548491294414
16077,7878,-4,2.284843869002285,1.3962934755013963
16079,13169,26,2.885564583491533,2.505885033032121
16081,11630,93,2.837489251934652,1.117798796216681
16083,90046,267,3.2094707149679054,2.5764609199742354
16085,11746,106,1.9581134003064873,1.5324365741529031
16087,10500,76,2.571428571428571,3.5238095238095237
17001,65737,-103,2.5708505103670687,2.7838203751312047
17003,5240,-51,1.9083969465648853,4.3893129770992365
17005,16725,-36,2.630792227204783,2.8101644245142
17007,53448,-116,2.5258194881005838,2.2077533303397696
17009,6244,-16,1.9218449711723256,1.2812299807815501
17011,33244,-44,2.496691132234388,2.6771748285404886
17013,4437,-18,1.352265043948614,3.8314176245210727
17015,15702,-2,2.292701566679404,4.3943446694688575
17017,13042,-60,2.9136635485355007,2.3002606962122374
17019,205865,-395,2.545357394408957,1.6904281932334295
17021,34032,-65,2.4388810531264693,2.879642689233662
17023,15455,-35,3.1057910061468776,2.9116790682626985
17025,13288,-11,2.408187838651415,2.7844671884406984
17027,36899,2,2.601696522941001,2.655898533835605
17029,46863,-74,2.4966391396197425,3.243497001899153
17031,5275541,-10953,2.6694892523818887,2.9712592509469644
17033,18679,-25,2.248514374431179,2.248514374431179
17035,10450,-13,2.1052631578947367,2.7751196172248807
17037,100420,-223,3.0770762796255724,2.310296753634734
17039,15516,-41,2.9002320185614847,3.8669760247486464
17041,19740,6,3.1408308004052685,2.3302938196555214
17043,932877,-1797,2.5566071411343616,2.2489567220544617
17045,16866,-49,2.312344361437211,3.260998458437092
17047,6245,-15,1.120896717373899,4.483586869495596
17049,34668,-29,3.461405330564209,1.9903080650744203
17051,21488,-14,2.5595681310498883,2.5595681310498883
17053,13534,7,2.5121915176592284,4.063839219742869
17055,37804,-79,2.645222727753677,3.3065284096920964
17057,33609,-76,2.588592341337142,3.748995804695171
17059,4946,3,1.819652244237768,4.245855236554792
17061,11985,-37,2.002503128911139,3.087192323738006
17063,52533,-27,2.360421068661603,2.4175280300001902
17065,7993,-2,3.878393594395096,3.3779557112473415
17067,17620,-50,2.497162315550511,3.40522133938706
17069,3649,-1,2.7404768429706765,4.110715264456015
17071,6387,-30,1.4091122592766556,4.0707687490214495
17073,49284,-83,2.6174823472120767,3.266780293807321
17075,27077,-69,2.7698784946633674,3.656239612955645
17077,52974,-75,2.7560690149884848,2.737191829954317
17079,9287,-36,2.368902767309142,3.122644556907505
17081,37113,-80,2.371136798426427,3.341147306873602
17083,21512,-8,2.277798438081071,3.2075120862774265
17085,22035,39,1.996823235761289,3.131381892443839
17087,13308,11,2.4045686804929365,2.4045686804929365
17089,516522,-739,2.82659789902463,2.1528608655584853
17091,107502,-190,2.604602705065952,3.1441275511153277
17093,131869,235,2.874064412409285,1.3194913133488537
17095,49967,-126,2.501651089719215,3.2021133948405947
17097,714342,-1057,2.3686133532677625,2.3196172141635243
17099,109658,-157,2.261576902733955,3.073191194440898
17101,15280,-25,2.0942408376963355,2.1596858638743455
17103,34145,-64,2.284375457607263,2.9579733489529945
17105,35815,-33,2.736283680022337,2.8758899902275585
17107,27987,-49,1.8580055025547577,3.037124379176046
17109,27238,-95,2.459798810485351,3.487774432777737
17111,310229,-397,2.485260887924727,2.282185095526208
17113,170954,-143,2.4334031376861613,1.8133532997180528
17115,103998,-217,2.932748706705898,3.028904402007731
17117,44967,-76,2.379522761135944,3.269063980252185
17119,265859,-158,2.4975644984747554,2.9903068919991425
17121,37729,-65,2.9420339791672188,3.4456253810066526
17123,11742,-29,2.4697666496337933,2.810424118548799
17125,13086,-35,3.2095369096744615,2.9802842732691426
17127,14169,-20,2.2584515491566095,3.4582539346460583
17129,12297,-16,2.2769781247458734,2.8462226559323414
17131,15699,-48,1.7198547678196063,2.54793298936238
17133,34962,0,2.4312110291173274,2.545620959899319
17135,28288,-52,2.1210407239819005,3.110859728506787
17137,32915,-53,2.3697402400121526,3.1292723682211756
17139,14526,-26,1.9964202120335948,3.3732617375740053
17141,51788,-75,2.259210627944698,2.490924538503128
17143,181830,-525,2.986305890117142,2.826816256943299
17145,20945,-43,2.243972308426832,2.673669133444736
17147,16673,-3,2.459065555089066,2.1591795117855215
17149,14739,-72,2.8495827396702627,3.7994436528936837
17151,3763,-6,1.5944724953494553,2.9231995748073345
17153,5193,-17,2.6959368380512228,4.814172925091469
17155,5637,1,1.2417952811779316,2.483590562355863
17157,30163,-53,2.884328481914929,3.613698902629049
17159,15813,7,2.023651426041864,4.047302852083728
17161,144672,-255,2.668104401681044,3.0275381552753817
17163,257400,-423,2.7505827505827507,3.387723387723388
17165,23768,-61,2.4402558061258834,3.1555031975765737
17167,196343,-197,2.7044508844216497,2.8012203134310876
17169,6902,-20,2.3181686467690525,3.7670240509997104
17171,4949,-1,2.020610224287735,2.828854314002829
17173,20990,-60,2.38208670795617,2.715578847070033
17175,5400,-7,2.2222222222222223,3.3333333333333335
17177,44630,-93,2.3750840241989692,3.0696840690118754
17179,131343,-184,2.2384139238482446,2.832278842420228
17181,17244,-29,2.5516121549524473,4.059382973787985
17183,74188,-165,2.8845635412735215,3.1945867256160025
17185,11361,-37,1.8484288354898337,2.112490097702667
17187,16835,-32,4.752004752004751,3.564003564003564
17189,13761,-34,2.8340963592762156,2.8340963592762156
17191,16179,-34,1.9160640336238335,2.781383274615242
17193,13877,-29,1.6574187504503854,4.107516033724869
17195,55691,-104,2.8909518593668633,3.2859887594045714
17197,696355,-641,2.4412835407227638,2.297678626562601
17199,67153,-19,2.3528360609354757,2.888925290009382
17201,285350,-380,2.894690730681619,3.1224811634834415
17203,38467,-45,2.443653001273819,2.5996308524189566
18001,35809,-45,4.691557988215253,2.429556815325756
18003,385410,264,3.302976051477647,2.470096780052412
18005,82208,-39,3.114052160373686,2.773452705332814
18007,8719,-9,3.211377451542608,2.6379171923385707
18009,12112,9,2.724570673712021,3.880449141347424
18011,70812,323,2.697282946393267,2.5984296446929895
18013,15475,36,1.680129240710824,3.037156704361874
18015,20306,10,2.8562986309465184,2.0191076529104697
18017,37870,-54,2.508581991021917,3.0102983892263
18019,121093,273,2.8242755568034488,2.9398891760878003
18021,26466,-13,2.4559812589737775,3.3628051084410187
18023,33190,-33,3.796324194034348,3.163603495028623
18025,10526,15,1.8050541516245489,3.515105453163595
18027,33381,-37,2.995716125939906,2.7560588358647133
18029,50679,59,2.6638252530633992,2.6440932141518183
18031,26472,24,2.8709579933514657,4.117558174675128
18033,43265,7,2.958511498902115,2.588697561539351
18035,111903,-51,2.430676568099157,3.6102696085002193
18037,43637,-24,2.9791232211196923,2.291633247015148
18039,207047,-318,3.4146836225591293,2.2265475954734915
18041,23398,-20,2.9062313018206685,3.718266518505855
18043,80484,68,2.2488941901495947,2.932259828040356
18045,16479,24,2.305965167789308,3.0341646944596157
18047,22785,-6,2.369980250164582,2.457757296466974
18049,20480,-6,2.5390625,2.783203125
18051,33011,23,2.9384144679046376,2.6960710066341522
18053,66674,-107,2.834688184299727,3.8395776464588898
18055,30803,42,2.4348277765152746,4.1229750348991985
18057,347467,1218,2.6247096846607016,1.8159997927860774
18059,79840,362,2.2670340681362724,2.442384769539078
18061,39654,26,2.3200685933323246,2.7992131941292175
18063,174788,807,2.4944504199372957,2.3914685218664897
18065,48914,26,2.575949625873983,3.598151858363659
18067,83658,15,2.689521623753855,4.08807286810586
18069,36662,-33,2.7821722764715506,2.7003436801047407
18071,46428,-27,3.553889894029465,2.2184888429396055
18073,32918,-13,2.6125524029406404,2.977094598699799
18075,20478,-13,3.418302568610216,2.83230784256275
18077,33147,-36,2.383322774308384,2.6850092014360274
18079,27613,-28,3.0782602397421504,3.4041936768913192
18081,161765,468,2.744722282323123,2.8250857725713225
18083,36282,-17,2.5632545063667935,3.197177663855355
18085,80240,-159,2.991026919242273,2.1560319042871385
18087,40446,-32,4.722345843841171,1.9532215793898038
18089,498700,243,2.7671947062362143,3.1140966512933628
18091,112417,-84,2.561890105589012,3.211258083741783
18093,45011,49,2.288329519450801,3.5324698407056054
18095,130129,107,2.7203774715858877,3.4734763196520375
18097,977203,-1204,3.418941611927102,3.0413332746624806
18099,46095,-23,2.668402212821347,2.6033192320208265
18101,9812,-19,3.465144720750102,1.936404402772116
18103,35962,-28,2.0021133418608534,2.947555753295145
18105,139718,-136,2.039823072188265,2.154339455188308
18107,37936,16,2.609658371994939,3.163222269084774
18109,71780,70,2.521593758707161,2.9674003900808024
18111,13830,-18,2.530730296456978,4.0491684743311644
18113,47457,-51,3.835050677455381,2.971110689676971
18115,5940,3,0.6734006734006734,2.5252525252525255
18117,19867,-2,2.9194141037902046,3.9764433482659687
18119,21321,1,2.2043994184137703,2.8610290324093617
18121,16156,-3,2.3520673434018318,2.166377816291161
18123,19170,-7,2.2430881585811164,2.921231090245175
18125,12250,1,2.5306122448979593,3.183673469387755
18127,173215,126,2.2919493115492307,2.753803077100713
18129,25222,-22,1.9427483942589803,2.418523511220363
18131,12514,7,2.077673006233019,2.7968675083906023
18133,36726,-25,2.178293307193814,2.995153297391494
18135,24502,-72,2.7344706554566973,3.4282915680352626
18137,28995,-15,3.207449560269012,3.000517330574237
18139,16752,13,2.8056351480420245,2.9847182425978986
18141,272912,-317,2.872720877059272,2.748138594125579
18143,24384,0,3.0757874015748032,3.772965879265092
18145,45055,17,2.7965819553878593,3.2182887581844413
18147,19810,9,2.92781423523473,2.523977788995457
18149,23371,23,2.481708099781781,3.166317230756065
18151,34435,12,2.323217656454189,2.874981849862059
18153,20817,0,2.16169476869866,2.449920737858481
18155,9737,-19,2.7729280065728665,2.156721782890007
18157,186251,-100,2.668442048633296,1.7127424819195602
18159,15359,30,3.1903118692623216,3.0600950582720228
18161,7087,-3,2.8220685762664033,3.1042754338930436
18163,180136,219,2.8922591819514145,3.1587245192521207
18165,15439,-28,3.1090096508841247,3.5624068916380596
18167,106153,-67,2.892052038095956,2.7978483886465764
18169,30976,-25,2.4212293388429753,3.1960227272727275
18171,8440,-10,3.199052132701422,3.3175355450236967
18173,63898,127,2.4726908510438514,3.02043882437635
18175,28182,50,2.9096586473635653,2.34192037470726
18177,66553,-10,3.0952774480489236,3.7113278139227384
18179,28180,-10,2.41305890702626,2.6969481902058194
18181,24688,-7,2.713869086195723,3.5239792611795204
18183,34191,141,2.690766575999532,2.369044485390892
19001,7496,-10,3.068303094983991,2.2678762006403415
19003,3704,-2,3.509719222462203,2.429805615550756
19005,14061,-9,4.480477917644549,3.5559348552734513
19007,12317,-15,1.8673378257692619,3.0039782414549
19009,5674,2,3.1723651744800847,2.2911526260133948
19011,25575,-33,1.9550342130987293,2.1114369501466275
19013,131144,-192,3.324589763923626,2.783200146403953
19015,26715,-1,2.208497099008048,2.882275874976605
19017,24988,20,2.521210180886826,2.7613254362093804
19019,20565,17,3.257962557743739,2.2368101142718206
19021,20823,-20,2.7853815492484273,2.5932862699899153
19023,14334,-7,2.7905678805636946,2.5812752895214177
19025,9927,-26,2.216178100130956,2.7198549410698094
19027,20760,-41,3.323699421965318,2.842003853564547
19029,13127,8,2.0568294355145884,3.7327645311190674
19031,18505,-6,2.4317751958930023,2.5398540934882465
19033,43127,-71,2.5737936791337215,3.3853502446263364
19035,11658,3,2.659118202092983,3.0880082346886257
19037,12012,-29,3.4132534132534134,2.8305028305028306
19039,9748,-17,2.667213787443578,2.769798933114485
19041,16384,-27,2.62451171875,3.662109375
19043,17043,-33,3.696532300651294,2.58170509886757
19045,46460,-39,2.9272492466637967,2.90572535514421
19047,16525,-51,3.751891074130106,2.6021180030257187
19049,99678,723,3.0498204217580613,1.7255562912578504
19051,9110,-5,3.293084522502744,2.4149286498353457
19053,7645,-21,1.4388489208633093,2.8776978417266186
19055,17488,-24,2.401646843549863,2.401646843549863
19057,38910,-73,2.801336417373426,3.186841428938576
19059,17703,81,2.2030164378918826,2.9373552505225105
19061,99266,-37,2.8106300243789413,2.3270807728728866
19063,9388,-28,2.2368981678738815,3.8346825734980827
19065,19509,-63,3.4855707622123124,3.2292787944025836
19067,15627,-36,3.263582261470532,2.879631407179881
19069,10019,-24,3.5931729713544267,2.8945004491466215
19071,6605,-31,2.5738077214231643,2.4224072672218018
19073,8771,-14,2.622277961463915,2.3942537909018355
19075,12329,3,2.7577256874036826,2.595506529321113
19077,10623,8,2.070978066459569,3.6712792996328725
19079,15039,-17,2.593257530420906,3.3246891415652633
19081,10795,-35,2.871699861046781,2.686428902269569
19083,16878,-38,2.4884464984002843,3.0809337599241613
19085,14582,-15,3.0174187354272393,2.9488410368948017
19087,20482,-30,2.489991211795723,2.7341079972658924
19089,9469,10,3.0626254092301193,1.7953321364452424
19091,9597,-3,2.292383036365531,2.292383036365531
19093,7005,15,2.9978586723768736,2.569593147751606
19095,16662,13,2.1606049693914295,3.661025087024367
19097,19485,-31,2.514754939697203,2.514754939697203
19099,37813,-5,3.0148361674556368,3.041282098749108
19101,15663,28,2.873012832790653,2.936857562408223
19103,152854,-65,2.6299606160126654,1.2430162115482748
19105,20646,4,2.373341083018502,2.2764700184055022
19107,10033,-21,2.890461477125486,2.790790391707366
19109,14828,-20,2.090639330995414,2.6301591583490693
19111,33555,-1,2.235136343316942,3.158992698554612
19113,230299,-95,2.8918927133856425,2.227538981932184
19115,10837,-18,2.4914644274245643,2.1223585863246286
19117,8634,-11,2.8955293027565436,3.5904563354181143
19119,11934,-27,3.6869448634154516,1.927266633148986
19121,16548,64,2.8402223833695914,1.7524776408025138
19123,22190,-23,2.794051374493015,3.4249662009914377
19125,33414,-21,2.5737714730352543,2.3044232956245887
19127,40105,-10,3.042014711382621,3.166687445455679
19129,14484,-71,2.416459541563104,2.8997514498757253
19131,10565,24,3.028868906767629,2.6502602934216752
19133,8751,8,1.9426351274140097,4.342360873043081
19135,7577,23,3.695393955391316,3.695393955391316
19137,10330,15,2.2265246853823815,3.484995159728945
19139,43235,-74,2.405458540534289,2.9143055394934656
19141,14182,-20,2.9615004935834155,3.737131575236215
19143,6192,8,2.099483204134367,2.4224806201550386
19145,15211,2,1.8407731247123793,3.2213529682466637
19147,8996,-5,2.2232103156958645,2.779012894619831
19149,25698,-5,2.2958985135029963,2.5682932523931825
19151,7078,0,2.4018084204577566,3.6733540548177452
19153,492401,-14,3.111285314205292,2.266445437763124
19155,93667,-32,2.914580375158807,2.754438596303928
19157,18662,-7,1.875468867216804,3.2150894866573783
19159,4663,-9,3.0023589963542783,5.146901136607335
19161,9814,-14,2.1398002853067046,3.1587528021194213
19163,174669,-182,2.9198083231712553,2.3873726877694383
19165,11746,-6,2.3837902264600714,4.001362165843692
19167,35872,-38,3.0664585191793043,1.5332292595896522
19169,98537,1,2.029694429503638,1.217816657702183
19171,17135,-28,2.742923840093376,4.085205719288007
19173,5896,-22,2.7137042062415193,3.9009497964721844
19175,12138,-11,2.7187345526445874,2.636348657109903
19177,7203,7,3.054282937664862,2.2212966819380813
19179,35437,-71,3.216976606371871,4.289302141829161
19181,52403,167,2.461691124553938,2.0227849550598247
19183,22565,-25,2.9248836693995126,2.9692000886328382
19185,6497,5,4.771432969062644,3.847929813760197
19187,36999,-18,3.3244141733560366,3.1892753858212384
19189,10679,-11,2.434684895589475,3.371102163123888
19191,20070,-25,2.2919780767314397,1.993024414549078
19193,105941,-128,3.61521979214846,2.7468119047394306
19195,7443,-11,2.015316404675534,1.4778986967620582
19197,12943,-32,3.785830178474851,3.167735455458549
20001,12526,2,2.95385597956251,2.4748523072010222
20003,7836,17,2.0418580908626853,3.5732516590096988
20005,16348,-25,2.3244433569855643,2.0797651088818205
20007,4228,-20,2.3651844843897822,4.02081362346263
20009,25493,-60,2.78507825677637,3.1381163456635153
20011,14360,-21,3.481894150417827,3.83008356545961
20013,9508,-16,2.103491796381994,3.57593605384939
20015,67380,25,2.196497476996141,2.5675274562184622
20017,2572,0,2.7216174183514776,3.1104199066874028
20019,3379,15,2.3675643681562595,5.918910920390648
20021,19362,-45,2.479082739386427,2.995558310091933
20023,2616,1,4.204892966360856,5.351681957186544
20025,1991,-9,2.0090406830738323,3.0135610246107483
20027,8117,11,2.7103609708020207,2.833559196747567
20029,9032,-26,3.5429583702391496,3.321523472099203
20031,8360,11,1.9138755980861244,3.4688995215311005
20033,1689,-2,1.7761989342806395,4.144464179988159
20035,34549,-17,2.691828996497728,2.9523285768039598
20037,38972,-18,2.92517705018988,3.233090423894078
20039,2764,-7,2.532561505065123,1.447178002894356
20041,18402,-18,2.064992935550484,2.717095967829584
20043,7510,-20,1.3315579227696406,2.929427430093209
20045,118785,-60,2.028875699793745,1.7678999873721428
20047,2907,-9,2.0639834881320946,5.159958720330238
20049,2483,4,0.8054772452678212,4.0273862263391065
20051,28934,-12,2.73035183521117,2.1082463537706504
20053,6376,-9,2.509410288582183,3.2936010037641155
20055,38470,-199,3.327268001039771,1.9755653756173643
20057,34287,-146,4.28733922477907,1.8957622422492488
20059,25996,11,2.3849823049699954,2.5003846745653178
20061,36739,-131,5.552682435558943,1.551484798170881
20063,2718,-10,3.3112582781456954,2.9433406916850626
20065,2415,-8,2.070393374741201,2.4844720496894412
20067,7352,-30,2.312295973884657,1.4961915125136016
20069,5653,-16,3.891738899699275,2.1227666725632406
20071,1284,-4,2.336448598130841,5.451713395638629
20073,6016,-25,1.8284574468085106,3.9893617021276593
20075,2518,-25,2.7799841143764894,3.574265289912629
20077,5485,-17,3.6463081130355515,3.6463081130355515
20079,34024,-39,2.6451916294380435,2.468845520808841
20081,3780,-21,1.8518518518518519,1.3227513227513228
20083,1723,9,4.643064422518862,0
20085,13232,-2,2.720677146311971,2.1916565900846434
20087,18368,-34,2.232142857142857,2.3954703832752613
20089,2932,-2,3.4106412005457027,3.4106412005457027
20091,609863,342,2.8530997945440206,1.7102201642008124
20093,3983,-21,2.7617373838814965,2.0085362791865427
20095,7470,-13,2.2757697456492636,7.095046854082999
20097,2460,-6,2.845528455284553,2.845528455284553
20099,20184,-24,3.2203725723345222,2.9231074118113356
20101,1574,-1,1.2706480304955527,3.1766200762388817
20103,81881,6,2.6013360852945127,2.247163566639391
20105,2939,10,3.402517863218782,3.74276964954066
20107,9591,-5,2.8151391929934313,2.9194036075487437
20109,2762,-16,3.258508327299059,3.620564808110065
20111,32179,-61,2.6103980857080704,2.7657789241430746
20113,30223,-14,2.382291632200642,3.2425636104953184
20115,11823,-31,2.537427048972342,3.2140742620316334
20117,10038,-10,2.7894002789400276,3.088264594540745
20119,4055,-1,3.2059186189889024,3.2059186189889024
20121,34191,15,2.4275394109560997,2.1350647831300633
20123,5796,-11,2.242926155969634,3.450655624568668
20125,31486,-67,2.6996125262021216,3.334815473543797
20127,5386,-12,2.227998514667657,3.713330857779428
20129,2701,3,2.961865975564606,3.702332469455757
20131,10273,-23,3.8937019371167136,2.7255913559816998
20133,15904,6,2.703722334004024,3.0809859154929575
20135,2687,-5,2.232973576479345,3.3494603647190173
20137,5459,-8,2.9309397325517494,2.3813885326982964
20139,15766,-15,2.981098566535583,3.6788024863630597
20141,3500,1,3.4285714285714284,4.857142857142857
20143,5735,4,1.9180470793374018,2.615518744551003
20145,6253,3,2.079002079002079,2.5587717895410202
20147,4981,-12,3.613732182292712,3.4129692832764507
20149,25348,25,3.353321761085687,1.9725422124033452
20151,9157,-1,2.839357868297477,3.93141858687343
20153,2561,1,3.1237797735259667,1.1714174150722374
20155,61898,-6,2.7464538434198196,2.9403211735435715
20157,4674,-1,2.567394094993581,3.4231921266581087
20159,9427,-36,2.758035430147449,2.6519571443725467
20161,71959,-55,2.4180436081657612,1.4313706416153642
20163,4919,-19,2.846106932303314,3.659280341532832
20165,2956,-8,2.7063599458728014,4.059539918809201
20167,6691,-9,2.69018083993424,3.4374532954715287
20169,54303,-69,2.7806935160120068,2.449220116752297
20171,5151,-15,1.7472335468841003,1.3589594253543
20173,523824,337,3.270182351324109,2.3748434588716822
20175,21964,-151,4.097614277909306,1.3658714259697686
20177,178909,-197,2.643802156403535,2.755590831092902
20179,2447,0,3.677973028197793,2.8606456885982836
20181,5927,-29,1.8559136156571623,1.3497553568415723
20183,3570,-1,0.8403361344537815,2.521008403361345
20185,4072,-3,1.9646365422396854,5.157170923379176
20187,2084,-3,3.3589251439539347,1.9193857965451055
20189,5250,-12,3.8095238095238093,2.476190476190476
20191,22382,-41,2.6807255830578143,2.9041193816459656
20193,7930,-9,3.4047919293820934,2.1437578814627996
20195,2808,-1,2.849002849002849,3.205128205128205
20197,6877,2,3.19906936164025,1.599534680820125
20199,1512,-1,3.3068783068783065,2.6455026455026456
20201,5530,0,2.8933092224231465,2.7124773960216997
20203,2152,-8,4.646840148698885,1.3940520446096654
20205,8624,-38,2.782931354359926,3.362708719851577
20207,3115,-12,2.247191011235955,5.778491171749599
20209,169245,-462,3.46834470737688,2.6529587284705602
21001,18903,15,2.6450827910913612,4.866952335608104
21003,20588,1,2.7686030697493687,3.400038857586944
21005,23852,29,2.3897367097098776,2.97668958577897
21007,7728,-3,1.0351966873706004,3.105590062111801
21009,44485,33,2.4277846465100597,2.8773743958637743
21011,12750,-17,3.058823529411765,4.3921568627450975
21013,24097,-87,2.572934390173051,3.5689089928206834
21015,135968,297,3.044834078606731,1.9416333254883502
21017,20252,50,2.1232470867074857,2.8145368358680627
21019,48261,9,2.2378317896438116,3.6882783199685045
21021,30614,145,2.351865159730842,2.4825243352714446
21023,8400,-9,2.976190476190476,2.142857142857143
21025,13718,-3,2.2598046362443505,3.7906400349905236
21027,20432,14,2.8386844166014096,3.1812842599843383
21029,82217,90,2.566379215977231,2.3352834571925514
21031,12371,-33,2.344192062080672,3.9608762428259636
21033,12649,0,2.134556091390624,3.3994782196221043
21035,37103,75,2.1022558822736706,2.883863838503625
21037,93076,7,2.6537453263999313,2.438867162318965
21039,4826,-4,2.9009531703273934,5.180273518441774
21041,10810,19,3.885291396854764,3.2377428307123033
21043,26627,-24,2.704022233071694,2.5537987756788225
21045,15941,-22,3.2620287309453606,3.199297409196412
21047,72748,-234,4.879859240116566,2.474294825974597
21049,36972,51,2.677702044790652,3.0563669804176135
21051,20345,-22,2.850823298107643,3.24404030474318
21053,9253,-14,3.2421917216038043,4.106776180698152
21055,8990,17,3.114571746384872,3.559510567296997
21057,5888,-13,2.547554347826087,5.095108695652174
21059,103312,47,2.652160446027567,2.6715192814000313
21061,12126,39,2.1441530595414813,3.711034141514102
21063,7354,-10,1.6317650258362797,2.7196083763937993
21065,14163,6,2.6830473769681564,3.530325496010732
21067,322570,-210,2.737390333881018,2.2134730446104722
21069,15082,5,3.2489059806391727,2.917384962206604
21071,35942,-77,2.7544377051916977,4.3959712870736185
21073,51541,61,2.774490211676141,3.123726741817194
21075,6515,2,2.3023791250959325,3.2233307751343054
21077,8690,-17,3.3371691599539703,3.6823935558112773
21079,16953,13,2.5954108417389254,2.6543974517784465
21081,24941,47,3.929273084479371,3.2476644881921333
21083,36649,-79,2.537586291576851,3.7927365003137874
21085,26420,14,3.292959878879637,2.6873580620741864
21087,11107,25,2.3408661204645718,2.791032682092374
21089,35962,-27,2.2245703798453924,3.8373839052333016
21091,9095,7,2.0890599230346343,2.1990104452996153
21093,110702,-3,3.188740944156384,2.357680981373417
21095,26831,-56,3.167977339644441,4.025194737430584
21097,18692,26,2.5679435052428845,2.728439974320565
21099,19288,-10,3.214433844877644,2.5404396515968477
21101,44793,-98,2.656665103922488,3.1031634407161834
21103,15678,9,3.1891822936599055,2.997831356040311
21105,4521,10,1.5483300154833002,2.2119000221190004
21107,45423,19,2.2675736961451247,4.116857098826586
21109,12955,11,3.0876109610189117,3.7051331532226937
21111,782969,-451,2.988624070684791,2.890280458102428
21113,52991,-4,2.8872827461267008,2.358891132456455
21115,22680,-15,2.557319223985891,3.3068783068783065
21117,169064,28,3.3182700042587423,2.3837126768561014
21119,14251,-45,1.7542628587467546,4.420742404041822
21121,30193,-6,3.411386745272083,3.8750703805517834
21123,14867,15,2.690522634021659,3.1613640949754487
21125,62613,124,2.8907734815453656,3.0824269720345616
21127,16293,14,2.4550420425949793,2.8232983489842263
21129,7395,-14,2.434077079107505,3.9215686274509802
21131,10513,-37,2.568248834775992,3.0438504708456198
21133,21548,-51,2.2275849266753296,3.7590495637646186
21135,13080,-8,3.1345565749235473,2.293577981651376
21137,24275,-12,2.801235839340886,3.6663233779608655
21139,8888,-12,2.587758775877588,3.2628262826282626
21141,27432,71,3.9734616506270046,3.572470107903179
21143,8680,7,1.6129032258064515,3.225806451612903
21145,67875,42,2.4604051565377536,2.6961325966850826
21147,16888,-34,2.3093320701089532,2.9014684983420183
21149,9152,-13,2.2945804195804196,2.7316433566433567
21151,92701,277,2.6752677964639,2.5781814651406134
21153,11637,-25,2.9217152186989774,3.6951104236487065
21155,19581,17,2.604565650375364,3.0131249680813035
21157,31659,70,2.0215420575507754,3.3481790328184715
21159,11287,-29,2.392132541862319,3.189510055816426
21161,17120,2,2.803738317757009,2.5116822429906542
21163,30003,8,2.4330900243309004,2.2664400226644
21165,6113,27,4.253230819564862,3.108130214297399
21167,22641,9,2.3408860032684067,2.5175566450245133
21169,10286,7,2.5277075636787867,3.6943418238382266
21171,11338,-14,2.3813723760804373,2.469571352972306
21173,28114,-5,2.7744184392117806,2.7744184392117806
