FIPS,PCT_NO_HS,PCT_HS_ONLY,PCT_SOME_COL,PCT_BACH
4003,10.78210601,25.16721003,36.39296878,27.65771519
4005,8.025480616,21.41536143,30.93976894,39.61938901
4007,10.36682616,31.43939394,39.34659091,18.847189
4009,15.76185671,30.30877901,39.33804238,14.5913219
4011,11.90713101,30.7960199,36.88225539,20.4145937
4012,17.45108408,34.14670998,34.54710282,13.85510312
4013,10.50369985,21.95833968,31.67995468,35.8580058
4015,11.83389002,34.66781545,38.61283888,14.88545564
4017,14.00660084,30.07840243,38.28350207,17.63149466
4019,10.05413659,21.1780955,32.89714048,35.87062743
4021,10.87394852,30.33993888,36.63589679,22.15021581
4023,22.29321747,26.37295933,27.26430465,24.06951855
4025,7.503168299,24.78378679,38.11079237,29.60225254
4027,23.36246649,26.7299824,33.23556275,16.67198836
5001,12.51718213,42.65463918,29.50171821,15.32646048
5003,12.17044758,52.084610670000004,23.56683017,12.17811159
5005,10.59800355,34.64875455,36.00460242,18.74863949
5007,9.425232996,28.1348474,25.83238661,36.60753299
5009,9.275013175,35.64330347,38.77136189,16.31032146
5011,12.73802654,45.15291402,26.34160415,15.76745528
5013,13.31955109,42.58712345,25.98936799,18.10395747
5015,16.00058988,34.79329499,28.0882859,21.11782923
5017,18.44632363,39.97420095,24.35144045,17.22803497
5019,10.03474186,32.70582532,31.76860305,25.49082976
5021,13.35216206,44.53642384,26.49006623,15.62134788
5023,11.73073838,39.44287013,30.5565952,18.26979629
5025,8.356597804,44.76084124,30.63465476,16.2479062
5027,11.53627715,40.59349709,27.48828624,20.38193951
5029,9.871715717,43.45887357,28.50380737,18.16560335
5031,9.745928157,32.36139,30.12605979,27.76662204
5033,13.36780804,36.29992992,31.02964986,19.30261218
5035,14.7110045,37.76492623,30.32891927,17.19515
5037,16.58813264,42.15532286,26.42233857,14.83420593
5039,10.98064797,48.38008263,29.50641444,11.13285497
5041,22.11115554,41.09023057,23.7638278,13.03478609
5043,12.8646973,38.41174325,25.3920496,23.33150985
5045,6.31612492,30.40025494,30.08667941,33.19694073
5047,12.92989418,41.84027778,32.06845238,13.16137566
5049,12.27110317,40.83296114,31.17463153,15.72130415
5051,9.105369974,30.89929241,33.7488344,26.24650321
5053,8.889412874,41.76687888,28.41311012,20.93059813
5055,12.60205552,42.59277047,28.31620401,16.48897
5057,16.56840514,39.49357521,29.34240363,14.59561602
5059,10.60353451,41.01783928,32.59419807,15.78442814
5061,10.61578697,43.73514028,28.97051831,16.67855445
5063,12.50640697,39.40779876,31.21476166,16.87103261
5065,15.22876439,35.64158661,30.41948064,18.71016836
5067,16.22953558,42.94186435,27.57266956,13.2559305
5069,11.43295735,41.09768849,26.82818305,20.64117111
5071,16.09699769,41.18937644,24.63625866,18.07736721
5073,18.3759733,47.09677419,25.31701891,9.210233593
5075,17.61530015,36.74963397,31.5977306,14.03733529
5077,17.41935484,47.72539289,27.99007444,6.865177833
5079,16.74318947,48.14814815,24.2322212,10.87644118
5081,8.986638288,43.5378976,30.03429112,17.44117299
5083,10.71005917,43.73438527,30.00657462,15.54898093
5085,9.788943924,37.0193551,32.19748961,20.99421137
5087,14.22601137,51.70511535,21.23035774,12.83851555
5089,13.68768723,36.14716952,34.72616944,15.43897381
5091,13.08233175,40.42811125,30.44231235,16.04724464
5093,14.39040383,42.46538358,28.96594284,14.17826976
5095,16.56804734,40.65934066,27.13440406,15.63820795
5097,12.41930526,36.95050722,33.7841992,16.84598832
5099,9.88579586,48.78658101,29.65738758,11.67023555
5101,14.55902047,38.47331165,32.71475033,14.25291754
5103,11.12317221,42.26422323,31.51778303,15.09482153
5105,8.303398729,44.21110804,30.35368886,17.13180437
5107,17.36004601,33.59854294,34.50920245,14.53220859
5109,12.88957834,36.86362995,30.68678607,19.56000564
5111,17.65771595,45.97217729,24.44516338,11.92494338
5113,12.61720192,35.82871908,34.35215947,17.20191953
5115,14.02168675,35.00240964,26.33975904,24.63614458
5117,14.0761969,43.91436278,25.30343898,16.70600135
5119,8.038311825,25.12670183,29.47393325,37.36105309
5121,13.9469359,40.55725131,31.01667058,14.47914221
5123,14.31580252,44.18014,28.60063185,12.90342563
5125,7.349885786,32.74561796,31.40489227,28.49960398
5127,15.41690793,43.15286624,30.60220035,10.82802548
5129,19.95820272,36.48554511,29.86764194,13.68861024
5131,14.82072819,30.25002025,30.54620342,24.38304814
5133,27.46405501,32.84017504,28.76640967,10.92936028
5135,14.64198886,40.56152459,32.86801035,11.9284762
5137,13.99343545,37.34135667,33.28227571,15.38293217
5139,12.04304358,40.09005571,28.94756926,18.91933145
5141,13.56830417,44.10329744,26.54777927,15.78061911
5143,12.73702207,28.30535696,24.3433323,34.61428867
5145,13.25235002,40.60874855,26.33593029,19.80297113
5147,17.08323779,46.15913781,20.86677368,15.89085072
5149,18.49698379,39.71218839,27.47292681,14.31790101
6001,11.10015783,15.86231471,21.56816276,51.4693647
6003,3.735144312,18.50594228,35.65365025,42.10526316
6005,9.032734433,26.47058824,42.05328575,22.44339158
6007,9.672944527,22.25753417,36.34895703,31.72056427
6009,6.653779347,31.90172018,39.25869894,22.18580154
6011,26.80744452,29.6206156,29.04795991,14.52397996
6013,10.38745333,17.70679714,26.99559056,44.91015897
6015,14.45625346,25.57799829,38.99158817,20.97416008
6017,5.083479046,20.7322748,35.3601444,38.82410175
6019,21.40307517,23.01607294,31.72635598,23.85449591
6021,19.67679588,31.42381617,32.41705143,16.48233652
6023,8.481736991,23.23760629,36.19551848,32.08513824
6025,28.15286394,25.88576803,29.86109855,16.10026948
6027,7.195797654,27.40879326,33.57559185,31.81981723
6029,22.86501673,27.67452265,30.88688463,18.57357599
6031,25.76482286,28.08833534,32.22774609,13.91909571
6033,12.91509145,28.83825483,40.50270767,17.74394605
6035,20.85655492,30.29666467,35.63405642,13.212724
6037,19.33684888,20.2979643,24.8941944,35.47099242
6039,26.95241229,23.89455528,32.0242475,17.12878493
6041,7.265481461,10.78056151,21.49479082,60.45916621
6043,9.528076464,21.19922342,38.41099164,30.86170848
6045,13.8377997,26.12783973,35.11067479,24.92368578
6047,28.11074957,28.68280793,28.42622721,14.78021529
6049,12.05343274,27.5240758,37.41845294,23.00403852
6051,10.44559585,17.60621762,37.62694301,34.32124352
6053,26.66521051,20.63564814,24.81541425,27.88372709
6055,15.29278289,17.4504533,28.73963838,38.51712542
6057,4.931399649,20.46903202,35.13953576,39.46003256
6059,13.05593737,17.20472336,26.3383016,43.40103767
6061,5.075299297,17.15057463,34.88348208,42.89064399
6063,6.016570226,28.36007365,45.16044187,20.46291426
6065,16.70006009,26.33554689,31.88037533,25.08401769
6067,11.63248072,21.92956635,33.15417066,33.28378227
6069,16.76179517,26.30379747,34.54775604,22.38665132
6071,17.90570045,27.82988533,31.36297388,22.90144034
6073,10.98229061,17.94657436,28.98126379,42.08987125
6075,11.20244218,11.32272824,17.35406537,60.12076421
6077,19.56937278,27.75445929,31.1032099,21.57295804
6079,8.229907534,18.17875973,34.38993235,39.20140039
6081,9.695058298,14.81497847,22.41872916,53.07123407
6083,17.86386359,16.90536386,29.36083259,35.86993995
6085,10.6740767,13.50843605,19.9518602,55.86562705
6087,11.5066755,15.20699884,29.72836098,43.55796468
6089,7.930256537,26.36854877,42.4345089,23.26668579
6091,8.608058608,33.88278388,33.1043956,24.4047619
6093,8.9270733,26.01684119,41.97246994,23.08361557
6095,11.08003949,24.32111348,36.23180559,28.36704144
6097,11.13624219,18.64851951,32.36829978,37.84693852
6099,19.8868358,29.34753322,31.62868528,19.1369457
6101,21.16504259,24.67058896,33.9569161,20.20745235
6103,13.72012285,28.77331197,38.66337295,18.84319224
6105,5.229342876,40.44404684,36.28009109,18.04651919
6107,25.63179558,26.97089315,31.55782036,15.83949091
6109,6.481083918,25.12284719,44.45160059,23.9444683
6111,14.71144733,19.45706992,30.16572235,35.6657604
6113,11.58820685,17.54081625,26.78712609,44.08385081
6115,15.3386981,27.09584797,39.66904681,17.89640712
8001,15.01418819,28.55024597,28.41301592,28.02254992
8003,10.89980983,25.22270043,34.571114,29.30637574
8005,8.035629448,18.79163932,27.43030006,45.74243117
8007,4.654157469,24.07100809,30.5647535,40.71008094
8009,14.20545746,28.53130016,33.18619583,24.07704655
8011,18.81348107,39.31209603,27.70083102,14.17359187
8013,4.474008489,11.02094838,20.59604765,63.90899548
8014,3.923333708,12.61017966,24.82277484,58.64371179
8015,5.405746763,21.90716767,27.26239343,45.42469214
8017,8.293075684,27.0531401,40.25764895,24.39613527
8019,5.438713999,17.46818486,20.83054253,56.26255861
8021,10.94586556,33.1746976,32.59964307,23.27979377
8023,10.34996277,29.82129561,31.98064036,27.84810127
8025,17.06339854,46.47654961,23.80391233,12.65613952
8027,3.546626984,20.78373016,40.40178571,35.26785714
8029,8.995120266,36.48572786,28.83793237,25.6812195
8031,8.644249174,14.75479323,20.95429257,55.64666503
8033,3.812913066,38.63751906,32.8418912,24.70767666
8035,2.011105092,11.56116564,25.49391371,60.93381556
8037,6.833153821,17.72662375,25.17095409,50.269268340000004
8039,3.191923312,25.63736488,35.99836835,35.17234346
8041,4.894337544,19.63201026,34.35159994,41.12205226
8043,9.438430311,39.93442282,29.59040283,21.03674404
8045,11.55589852,24.50323141,30.53197646,33.4088936
8047,5.924220222,14.19300816,31.50512874,48.37764287
8049,5.640231478,24.9490586,27.63061374,41.78009618
8051,1.726858345,18.41690042,20.59081346,59.26542777
8053,0,12.30769231,40.64102564,47.05128205
8055,7.091527988,25.17019667,40.67700454,27.0612708
8057,15.55352242,27.72186642,29.18572736,27.53888381
8059,4.524621953,18.52940419,26.19994988,50.74602398
8061,9.100529101,27.3015873,42.96296296,20.63492063
8063,11.01928375,30.59970333,39.94490358,18.43610935
8065,8.055502024,22.48988244,23.3763731,46.07824244
8067,3.595819156,21.01192079,28.13257288,47.25968717
8069,3.357546276,16.81644238,28.0879705,51.73804084
8071,10.3840015,28.77664069,43.57337339,17.26598441
8073,11.92748092,41.22137405,21.13549618,25.71564885
8075,10.62145402,37.75564059,32.71539781,18.90750759
8077,7.648694619,28.46729123,33.25683739,30.62717676
8079,2.192982456,15.20467836,28.07017544,54.53216374
8081,8.492545555,37.78023192,32.7222529,21.00496963
8083,9.039932921,28.86489886,31.28078818,30.81438004
8085,9.038952746,33.58876117,29.10600255,28.266283520000002
8087,15.39713371,32.43739829,34.60024148,17.56522652
8089,10.79730266,32.00317334,38.39746132,18.80206267
8091,2.680652681,14.1958042,29.16083916,53.96270396
8093,2.695585891,20.09562747,38.38264847,38.82613817
8095,9.479615512,31.75339741,33.11236327,25.6546238
8097,3.000671792,11.2040009,21.82578189,63.96954542
8099,15.27704485,29.41952507,36.46437995,18.83905013
8101,9.542848393,30.03300611,35.40670671,25.01743879
8103,6.751152074,30.50691244,36.15207373,26.58986175
8105,10.65088757,26.97741819,31.26434006,31.10735418
8107,3.477662503,17.71120051,26.68854542,52.12259157
8109,11.73913043,26.30434783,31.24505929,30.71146245
8111,0,28.80143113,23.97137746,47.22719141
8113,1.708049976,13.63276926,19.4527914,65.20638937
8115,8.750754375,25.58841279,38.26191913,27.3989137
8117,5.070141115,17.04616409,25.41730841,52.46638638
8119,3.843209309,22.31409177,36.01286174,37.82983719
8121,10.34583822,28.25322392,36.51817116,24.88276671
8123,11.54268799,24.45336503,32.04772263,31.95622435
8125,16.22276029,26.71004843,31.09866828,25.968523
9110,8.834787549,25.0913293,24.58500468,41.48887847
9120,12.74386621,24.82956014,20.76894116,41.65763248
9130,4.772352842,24.53077124,25.24596979,45.45090612
9140,9.666953013,29.54810919,26.99633519,33.78860261
9150,7.894885083,35.21856692,30.72752366,26.15902434
9160,5.939749905,28.07644941,26.59388026,39.38992042
9170,8.333312339,27.95087233,22.64432827,41.07148706
9180,7.357297944,29.17097867,28.83464215,34.63708123
9190,8.317609555,18.02037248,18.6161845,55.04583347
10001,9.804787208,33.65012602,29.80687419,26.73821258
10003,7.408736322,27.3227732,26.04737757,39.2211129
10005,10.35784259,29.56325374,27.51271908,32.5661846
11001,7.153297028,14.51716122,14.7659195,63.56362225
12001,5.77353771,19.82315814,26.73337018,47.66993398
12003,14.8087662,42.76683174,27.08882099,15.33558108
12005,9.233590421,27.8548699,34.87021042,28.04132925
12007,17.31139766,37.68094462,30.01333926,14.99431846
12009,6.863828348,26.08569232,33.51059362,33.53988572
12011,9.721509355,26.7054546,27.77412072,35.79891533
12013,18.19827066,42.76090891,25.94007641,13.10074402
12015,7.753842743,32.95213814,33.98364371,25.31037541
12017,9.113211119,37.96895213,32.51743287,20.40040387
12019,6.672429141,27.64955556,36.98347374,28.69454156
12021,10.01838205,25.37689867,25.06330296,39.54141632
12023,14.51122639,35.5130907,33.63054227,16.34514063
12027,27.00918148,36.76890018,25.24321156,10.97870678
12029,17.66219588,49.8518403,24.39956332,8.086400499
12031,8.995269751,27.66459129,30.24933436,33.0908046
12033,9.506195253,27.28815867,34.27585894,28.92978714
12035,6.912955037,29.8777387,32.77005552,30.43925075
12037,16.93068308,31.06649178,26.71778832,25.28503683
12039,18.71281951,35.86324116,25.34157024,20.08236909
12041,14.46067245,37.87463867,33.14316142,14.52152746
12043,27.63006986,32.57220311,27.0878949,12.70983213
12045,13.26042379,30.85269993,31.39952153,24.48735475
12047,21.66135499,41.45162948,25.68109386,11.20592166
12049,21.62872677,44.27316723,21.84381908,12.25428691
12051,30.49715746,35.84264947,22.93105422,10.72913885
12053,9.943597935,32.93125046,36.68719057,20.43796104
12055,13.63562954,34.45307162,32.18336543,19.72793341
12057,10.41679212,25.41487872,27.01310634,37.15522282
12059,15.84568899,46.50411074,25.59904434,12.05115593
12061,8.01229907,27.73440237,30.82006772,33.43323084
12063,16.78323683,38.66594049,29.90597948,14.6448432
12065,12.24564285,38.69878639,30.21261064,18.84296012
12067,19.96935649,48.41675179,23.71467484,7.899216888
12069,9.075035394,30.95968449,33.18276815,26.78251197
12071,9.620298314,29.97411542,29.64626624,30.75932003
12073,6.289656107,18.81929234,26.3085104,48.58254115
12075,12.23558943,41.86794012,29.72112529,16.17534515
12077,21,41.07272727,22.16363636,15.76363636
12079,19.4179739,36.38762645,31.69623222,12.49816742
12081,8.953137481,28.19517174,28.50771533,34.34397545
12083,10.3852903,34.7790643,32.45986128,22.37578412
12085,7.278371852,23.83259665,32.25169866,36.63733284
12086,16.9442348,26.65126766,23.19828301,33.20621452
12087,6.742740198,27.65314191,27.80353184,37.80058606
12089,7.685969199,27.29158379,30.50519975,34.51724726
12091,6.583420236,24.19383236,35.00142205,34.22132535
12093,20.01325843,35.22207878,28.66264262,16.10202017
12095,9.97253797,23.84763923,27.77139771,38.40842509
12097,11.395694,28.38845625,31.96042144,28.25542831
12099,10.86766823,22.75566751,26.82502699,39.55163728
12101,8.785347525,32.93386804,30.24380189,28.03698255
12103,7.43959585,26.00479948,30.71066769,35.84493698
12105,12.48127856,33.24663014,31.63118282,22.64090849
12107,17.78644215,40.63777288,27.48111733,14.09466765
12109,4.866306837,19.40307784,27.12061308,48.61000225
12111,11.37374072,30.74067067,32.5158839,25.36970471
12113,7.365532382,26.34979876,35.30479327,30.97987559
12115,5.630772984,25.88791679,28.82361421,39.65769602
12117,6.114612401,21.1544601,30.34603651,42.38489098
12119,6.834445216,28.48547014,29.6137755,35.06630914
12121,15.4874439,40.43413221,27.6456921,16.43273179
12123,13.78825634,46.75739569,24.39460737,15.05974059
12125,21.67307177,39.61033158,28.71570292,10.00089373
12127,8.059866413,30.69959839,34.05557405,27.18496115
12129,12.51492716,37.00740387,29.2014967,21.27617228
12131,8.592093564,27.81957458,29.35845701,34.22987484
12133,16.91006089,42.65236838,27.95171633,12.48585439
13001,18.96930717,41.08931043,29.9926728,9.948709599
13003,28.38603546,33.39426065,28.40431365,9.815390239
13005,15.4111479,41.66666667,31.89845475,11.02373068
13007,9.463414634,41.70731707,31.95121951,16.87804878
13009,14.78637455,33.659655,27.42557683,24.12839362
13011,17.74108422,34.34366282,30.57377667,17.34147629
13013,12.37984724,34.15195968,32.44600703,21.02218604
13015,11.35360732,36.86665958,28.84124621,22.93848689
13017,15.72464401,48.76386826,23.40351184,12.10797589
13019,17.20617333,37.88682232,32.10922042,12.79778393
13021,12.59542354,31.15766049,30.25978424,25.98713173
13023,12.09117939,33.65956392,35.96382557,18.28543112
13025,18.76832845,43.59197908,26.74169771,10.89799477
13027,17.04278121,38.87775551,30.51320031,13.56626296
13029,7.159644402,25.07919207,33.12442522,34.63673831
13031,10.37939677,28.63624579,30.18321666,30.80114078
13033,15.89437929,37.4543357,32.39120682,14.26007819
13035,16.24993161,41.13913662,28.70821251,13.90271926
13037,22.86121673,41.77756654,23.21768061,12.14353612
13039,7.517222375,31.88757233,38.16202811,22.43317718
13043,20.9347079,34.96907216,30.4604811,13.63573883
13045,15.2539335,33.15538144,29.15978543,22.43089962
13047,10.18312869,30.784059,34.56187403,24.47093827
13049,14.74782609,43.71014493,30.14492754,11.39710145
13051,8.762354185,24.61634106,29.86738985,36.75391491
13053,2.868563367,26.19327534,43.35762991,27.58053139
13055,25.75601963,35.92947621,27.58758416,10.72692
13057,7.857215034,22.9557892,29.73392685,39.45306891
13059,10.03528239,17.76374263,23.5301247,48.67085028
13061,14.61303462,31.05906314,31.77189409,22.55600815
13063,15.19842954,32.57905348,30.87966893,21.34284805
13065,18.81166881,44.59459459,23.57357357,13.02016302
13067,7.207410194,17.67597014,24.7338704,50.38274926
13069,20.35484432,39.81562011,26.32109932,13.50843625
13071,20.28111118,36.86932308,27.15308626,15.69647948
13073,6.913049572,22.13054245,33.12059057,37.83581741
13075,16.66081461,37.21910112,29.37148876,16.74859551
13077,8.142161636,25.69814995,31.50146056,34.65822785
13079,16.41738724,44.3912129,25.18111708,14.01028278
13081,15.81156379,37.15898401,31.51458137,15.51487083
13083,11.58392435,37.71998949,31.6872428,19.00884336
13085,10.67364037,23.21662066,30.35498087,35.7547581
13087,16.86106524,33.56213873,34.94013212,14.63666391
13089,9.192164847,20.06279909,23.99740538,46.74763068
13091,13.94602887,42.05425005,28.76368454,15.23603654
13093,17.04918033,42.35362998,27.21311475,13.38407494
13095,14.64419134,30.84829157,31.26924829,23.23826879
13097,8.599518923,30.4664769,30.12930265,30.80470153
13099,19.01770417,38.40662479,26.47058824,16.10508281
13101,18.48958333,42.01388889,25.08680556,14.40972222
13103,9.246474569,32.62862446,31.32710111,26.79779986
13105,15.08827103,40.24015438,29.81202201,14.85955257
13107,20.61532432,41.45927232,25.08328434,12.84211901
13109,17.60342368,40.37089872,26.93295292,15.09272468
13111,11.71382862,34.87151285,30.81691831,22.59774023
13113,5.02494998,19.69481474,27.1894511,48.09078418
13115,15.08028045,30.70841048,29.26518348,24.9461256
13117,5.940409249,14.51037122,22.94617233,56.6030472
13119,17.97252135,32.90630028,32.19457854,16.92659983
13121,6.366013284,15.41538778,20.22346006,57.99513888
13123,14.14335154,34.85385481,28.2700246,22.73276904
13125,16.13231552,39.94910941,29.05852417,14.86005089
13127,10.3586052,28.41104213,30.7885352,30.44181746
13129,20.51462813,34.5888514,27.24457425,17.65194622
13131,19.62939876,35.60945203,29.46676489,15.29438431
13133,9.849577581,27.41946562,26.30675184,36.42420496
13135,12.0699336,22.78521336,26.41655445,38.72829859
13137,17.67456359,32.62157107,25.45822943,24.24563591
13139,18.66269404,27.70688948,26.89869091,26.73172557
13141,26.09486286,39.36960145,26.17063191,8.364903773
13143,15.42900388,39.48538454,27.66058083,17.42503074
13145,7.074715408,25.02004169,33.25316659,34.65207632
13147,14.96201354,35.25246783,31.70189674,18.08362189
13149,14.08521303,43.80952381,30.73934837,11.36591479
13151,7.559097377,30.28069694,34.12358653,28.03661916
13153,6.797830518,27.17130169,33.77347845,32.25738934
13155,16.36363636,35.94405594,31.06449106,16.62781663
13157,12.42911849,31.5929008,28.66926872,27.308711980000002
13159,10.96890406,44.39704209,24.78194918,19.85210466
13161,21.97962154,37.77292576,28.78976918,11.45768351
13163,18.59868983,42.71337701,27.50403494,11.18389822
13165,18.88281724,43.9435337,29.35640559,7.8172434730000004
13167,24.6523203,43.44898258,22.77850974,9.120187381
13169,8.308141878,41.71201129,31.57496977,18.40487707
13171,10.29939186,35.18634025,34.99922033,19.51504756
13173,10.50514081,40.262256,30.17434063,19.05826255
13175,13.90712594,40.15948676,28.12003478,17.81335252
13177,8.441110139,26.65807521,31.39411792,33.50669674
13179,7.976507723,31.73527205,40.40516416,19.88305607
13181,13.14699793,43.02967564,27.67425811,16.14906832
13183,14.1609028,45.11285038,27.90316709,12.82307972
13185,10.17831027,31.18461019,31.51226235,27.12481719
13187,10.91461988,30.47953216,27.11111111,31.49473684
13189,14.438103,40.41309961,27.30669928,17.84209811
13191,18.41866787,33.64295424,29.30448573,18.63389216
13193,23.77775221,39.42252387,25.80236972,10.99735419
13195,18.06687272,33.69392151,28.0556336,20.18357216
13197,23.79556695,33.90730903,28.66825426,13.62886976
13199,17.75985906,43.19013416,26.01300989,13.03699688
13201,16.39751553,28.17391304,33.51552795,21.91304348
13205,15.51045765,37.10913233,34.52060468,12.85980534
13207,9.202575532,35.27984151,26.83506686,28.6825161
13209,14.72275335,37.31965931,27.72466539,20.23292195
13211,8.712763792,38.84101242,22.31118952,30.13503427
13213,21.33736807,35.06531847,29.92471769,13.67259576
13215,11.03598254,26.79467387,32.4310483,29.73829528
13217,10.48358066,31.71073157,34.22929749,23.57639028
13219,3.76315128,15.87489676,25.50181335,54.8601386
13221,12.42874498,36.10877488,26.91337258,24.54910756
13223,8.624231767,29.0561833,34.89388373,27.4257012
13225,12.33018714,32.03666321,31.31649299,24.31665666
13227,10.08675079,34.3533123,30.67823344,24.88170347
13229,13.26303282,41.08124165,27.40234665,18.25337888
13231,9.982723654,37.59483212,31.00728611,21.41515812
13233,17.8753335,40.40747029,27.24784311,14.46935311
13235,19.89233193,35.08403361,33.02258403,12.00105042
13237,12.14389184,29.65958474,29.9191212,28.27740222
13239,17.77777778,49.20634921,24.06349206,8.952380952
13241,9.859689041,29.32119833,30.88357983,29.9355328
13243,16.6391704,31.62856469,36.71930238,15.01296253
13245,12.15319862,31.8370465,31.94943329,24.06032159
13247,9.995737762,28.20338769,32.69768103,29.10319352
13249,15.23474928,33.08847014,32.64132865,19.03545193
13251,15.37650891,40.45794213,29.42134509,14.74420387
13253,10.66231066,41.53549154,31.98693199,15.81526582
13255,14.63263827,40.65285062,26.84746919,17.86704192
